"Participant","Duration.x","Date.x","Image_Action.x","Image_People.x","Image_Emotion.x","Image_Vivid.x","Rater2.x","Q1","Q2","Q3","Q4","Q1.new","Q2.new","Q3.new","Q4.new","Steps","Effective","Concrete","Emotion"
962,981,"16/05/2020 3:44","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","JL",4,6,4,6,2,3,2,3,2,3,2,3
963,233,"16/05/2020 4:13","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
964,198451,"16/05/2020 4:25","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",1,3,2,4,1,3,2,4,1,3,2,4
965,77,"16/05/2020 4:31","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
966,1384,"16/05/2020 5:01","Not at all","Not at all","Not at all","Perfectly clear and lively as real seeing","",0,0,0,2,0,0,0,2,0,0,0,2
967,1913,"16/05/2020 6:05","Sometimes","Sometimes","About half the time","Perfectly clear and lively as real seeing","",2,3,4,3,2,3,4,3,2,3,4,3
968,2213,"16/05/2020 6:32","Sometimes","Sometimes","Not at all","No image at all, you only “know” that you are thinking of the object","",2,5,5,5,2,5,5,5,2,5,5,5
969,1254,"16/05/2020 11:15","Most of the time","About half the time","Most of the time","Moderately clear and lively","JS",0,0,0,0,0,0,0,0,0,0,0,0
970,3265,"16/05/2020 12:26","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",3,2,2,3,3,2,2,3,3,2,2,3
971,1299,"16/05/2020 14:26","Not at all","Sometimes","Most of the time","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
972,1493,"16/05/2020 15:04","Sometimes","About half the time","Most of the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
973,729,"16/05/2020 15:15","Not at all","About half the time","About half the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
974,1631,"16/05/2020 15:17","Most of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","KH",2,3,2,3,1,1.5,1,1.5,1,1.5,1,1.5
975,716,"16/05/2020 15:24","Most of the time","All/almost all of the time","About half the time","Clear and lively","LL",2,3,3,3,1,1.5,1.5,1.5,1,1.5,1.5,1.5
976,2808,"16/05/2020 16:04","Sometimes","Sometimes","All/almost all of the time","Moderately clear and lively","",3,3,2,3,3,3,2,3,3,3,2,3
977,1070,"16/05/2020 16:42","Most of the time","Most of the time","Sometimes","Dim & vague, flat","",2,4,3,4,2,4,3,4,2,4,3,4
978,1279,"16/05/2020 17:10","About half the time","About half the time","Sometimes","Clear and lively","",0,1,1,4,0,1,1,4,0,1,1,4
979,2823,"16/05/2020 17:24","Not at all","Sometimes","Not at all","Clear and lively","",1,4,3,3,1,4,3,3,1,4,3,3
980,728,"16/05/2020 17:31","About half the time","Most of the time","About half the time","Moderately clear and lively","",2,4,4,4,2,4,4,4,2,4,4,4
981,601,"16/05/2020 17:36","Not at all","Sometimes","Not at all","No image at all, you only “know” that you are thinking of the object","",2,2,1,3,2,2,1,3,2,2,1,3
982,2365,"16/05/2020 17:39","About half the time","Sometimes","Sometimes","Perfectly clear and lively as real seeing","",8,4,4,3,8,4,4,3,8,4,4,3
983,2131,"16/05/2020 17:45","Sometimes","About half the time","Sometimes","Moderately clear and lively","CP",4,6,7,6,2,3,3.5,3,2,3,3.5,3
984,1650,"16/05/2020 17:48","Sometimes","Sometimes","Sometimes","Dim & vague, flat","",5,3,2,3,5,3,2,3,5,3,2,3
985,2197,"16/05/2020 17:54","Sometimes","Sometimes","Sometimes","Clear and lively","AM",8,8,8,7.5,4,4,4,3.75,4,4,4,3.75
986,6091,"16/05/2020 18:06","Sometimes","Sometimes","Sometimes","Moderately clear and lively","KH",5,3,3,3,2.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5
987,1682,"16/05/2020 18:12","Sometimes","About half the time","Most of the time","Moderately clear and lively","",4,3,4,2,4,3,4,2,4,3,4,2
988,1126,"16/05/2020 18:17","Most of the time","Most of the time","Most of the time","Clear and lively","CP",5,6,4,6,2.5,3,2,3,2.5,3,2,3
989,1088,"16/05/2020 18:31","Most of the time","Most of the time","Most of the time","Moderately clear and lively","",1,2,1,3,1,2,1,3,1,2,1,3
990,868,"16/05/2020 19:42","All/almost all of the time","All/almost all of the time","Most of the time","Perfectly clear and lively as real seeing","",1,4,4,3,1,4,4,3,1,4,4,3
991,880,"16/05/2020 20:08","Most of the time","Most of the time","Most of the time","Moderately clear and lively","",4,5,5,4,4,5,5,4,4,5,5,4
992,1335,"16/05/2020 20:57","About half the time","All/almost all of the time","Most of the time","Clear and lively","AM",6,9,7,8,3,4.5,3.5,4,3,4.5,3.5,4
993,1887,"16/05/2020 21:25","All/almost all of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","JL",7,8,8,7,3.5,4,4,3.5,3.5,4,4,3.5
994,903,"16/05/2020 21:42","Most of the time","Most of the time","Most of the time","Perfectly clear and lively as real seeing","",3,3,4,3,3,3,4,3,3,3,4,3
995,2048,"16/05/2020 21:43","Most of the time","Most of the time","Sometimes","Moderately clear and lively","LL",1,3,3,4,0.5,1.5,1.5,2,0.5,1.5,1.5,2
996,1566,"16/05/2020 21:57","About half the time","Most of the time","About half the time","Moderately clear and lively","KH",6,4,3,3,3,2,1.5,1.5,3,2,1.5,1.5
997,3896,"16/05/2020 22:10","About half the time","About half the time","About half the time","Moderately clear and lively","",4,4,4,4,4,4,4,4,4,4,4,4
998,1892,"16/05/2020 22:20","Sometimes","Not at all","About half the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
999,3060,"16/05/2020 22:33","About half the time","Most of the time","All/almost all of the time","Clear and lively","",3,3,3,3,3,3,3,3,3,3,3,3
1000,1278,"16/05/2020 22:59","Sometimes","Sometimes","About half the time","Clear and lively","",1,2,2,3,1,2,2,3,1,2,2,3
1001,256868,"16/05/2020 23:33","Sometimes","Most of the time","Not at all","Clear and lively","",6,5,4,4,6,5,4,4,6,5,4,4
1002,1411,"17/05/2020 1:05","Sometimes","Sometimes","Sometimes","No image at all, you only “know” that you are thinking of the object","",1,2,1,4,1,2,1,4,1,2,1,4
1003,902,"17/05/2020 1:49","All/almost all of the time","Most of the time","All/almost all of the time","Clear and lively","",2,2,3,2,2,2,3,2,2,2,3,2
1004,1028,"17/05/2020 1:57","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",5,2,1,3,5,2,1,3,5,2,1,3
1005,1474,"17/05/2020 2:03","Sometimes","About half the time","Most of the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1006,80852,"17/05/2020 2:25","Sometimes","Sometimes","Not at all","Clear and lively","JL",10,6,7,6,5,3,3.5,3,5,3,3.5,3
1007,2018,"17/05/2020 2:29","Sometimes","Most of the time","Sometimes","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1008,31517,"17/05/2020 2:59","All/almost all of the time","Most of the time","All/almost all of the time","Clear and lively","JL",3,5,6,6.5,1.5,2.5,3,3.25,1.5,2.5,3,3.25
1009,638,"17/05/2020 3:23","About half the time","Most of the time","Most of the time","Moderately clear and lively","",2,3,3,3,2,3,3,3,2,3,3,3
1010,2219,"17/05/2020 3:26","Sometimes","Most of the time","Most of the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1011,1674,"17/05/2020 3:48","Sometimes","Sometimes","Sometimes","Clear and lively","JL",8,7,5,6,4,3.5,2.5,3,4,3.5,2.5,3
1012,339,"17/05/2020 4:12","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1013,843,"17/05/2020 4:12","About half the time","Most of the time","About half the time","Moderately clear and lively","",1,3,2,3,1,3,2,3,1,3,2,3
1014,2286,"17/05/2020 4:54","Not at all","Sometimes","Not at all","Dim & vague, flat","",1,2,3,3,1,2,3,3,1,2,3,3
1015,1135,"17/05/2020 14:46","Not at all","About half the time","About half the time","Moderately clear and lively","AM",3,8,6,9,1.5,4,3,4.5,1.5,4,3,4.5
1016,769,"17/05/2020 15:38","All/almost all of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","",0,0,0,0,0,0,0,0,0,0,0,0
1017,712,"17/05/2020 15:42","Not at all","Not at all","Not at all","Perfectly clear and lively as real seeing","CP",0,2,2,3,0,1,1,1.5,0,1,1,1.5
1018,1153,"17/05/2020 16:43","Not at all","All/almost all of the time","Sometimes","Clear and lively","KH",3,4,3,3,1.5,2,1.5,1.5,1.5,2,1.5,1.5
1019,1167,"17/05/2020 17:33","Most of the time","Sometimes","Sometimes","Perfectly clear and lively as real seeing","",2,3,3,2.5,2,3,3,2.5,2,3,3,2.5
1020,1298,"17/05/2020 17:38","All/almost all of the time","Most of the time","About half the time","Moderately clear and lively","AM",4,6,5,7,2,3,2.5,3.5,2,3,2.5,3.5
1021,1414,"17/05/2020 17:41","Not at all","Sometimes","Sometimes","Moderately clear and lively","",3,3,3,3,3,3,3,3,3,3,3,3
1022,2335,"17/05/2020 18:03","Sometimes","Most of the time","Most of the time","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
1023,725,"17/05/2020 18:09","Sometimes","Most of the time","Most of the time","Clear and lively","",2,3,2,3,2,3,2,3,2,3,2,3
1024,888,"17/05/2020 18:11","Most of the time","Sometimes","All/almost all of the time","Clear and lively","CP",13,8,7,7,6.5,4,3.5,3.5,6.5,4,3.5,3.5
1025,706,"17/05/2020 18:14","About half the time","All/almost all of the time","All/almost all of the time","Clear and lively","",3,3,2,3,3,3,2,3,3,3,2,3
1026,684,"17/05/2020 18:19","Most of the time","Sometimes","Most of the time","Clear and lively","",2,2,3,3,2,2,3,3,2,2,3,3
1027,1259,"17/05/2020 18:20","Sometimes","Most of the time","Most of the time","Clear and lively","",1,3,2,5,1,3,2,5,1,3,2,5
1028,238234,"17/05/2020 18:22","Not at all","Sometimes","Most of the time","Dim & vague, flat","",4,3,2,3,4,3,2,3,4,3,2,3
1029,2958,"17/05/2020 18:23","All/almost all of the time","Most of the time","Not at all","No image at all, you only “know” that you are thinking of the object","",4,3,3,3,4,3,3,3,4,3,3,3
1030,1769,"17/05/2020 18:43","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",4,5,5,5,4,5,5,5,4,5,5,5
1031,1116,"17/05/2020 18:47","Not at all","Most of the time","About half the time","Perfectly clear and lively as real seeing","",6,5,5,4,6,5,5,4,6,5,5,4
1032,1307,"17/05/2020 19:10","Sometimes","Sometimes","About half the time","Dim & vague, flat","",3,3,3,3,3,3,3,3,3,3,3,3
1033,354276,"17/05/2020 19:11","Most of the time","About half the time","About half the time","Clear and lively","",2,3,3,2,2,3,3,2,2,3,3,2
1034,1209,"17/05/2020 19:17","Not at all","Sometimes","Sometimes","No image at all, you only “know” that you are thinking of the object","",2,4,3,3,2,4,3,3,2,4,3,3
1035,869,"17/05/2020 19:39","Not at all","Not at all","Not at all","Moderately clear and lively","CP",6,5,5,7,3,2.5,2.5,3.5,3,2.5,2.5,3.5
1036,994,"17/05/2020 19:59","Sometimes","Most of the time","Most of the time","Moderately clear and lively","CP",2,3,2,3,1,1.5,1,1.5,1,1.5,1,1.5
1037,1098,"17/05/2020 20:06","Sometimes","Sometimes","About half the time","Moderately clear and lively","LL",2,3,3,3,1,1.5,1.5,1.5,1,1.5,1.5,1.5
1038,573,"17/05/2020 20:22","About half the time","Sometimes","Most of the time","Moderately clear and lively","",5,5,5,3,5,5,5,3,5,5,5,3
1039,844,"17/05/2020 20:55","Most of the time","All/almost all of the time","About half the time","Clear and lively","",3,4,4,3,3,4,4,3,3,4,4,3
1040,13045,"17/05/2020 21:21","Sometimes","Sometimes","About half the time","Dim & vague, flat","KH",7,5,5,3,3.5,2.5,2.5,1.5,3.5,2.5,2.5,1.5
1041,1273,"17/05/2020 21:29","Sometimes","Not at all","Sometimes","Clear and lively","AM",10,6,6,6,5,3,3,3,5,3,3,3
1042,2943,"17/05/2020 21:32","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",3,3,4,3,3,3,4,3,3,3,4,3
1043,1887,"17/05/2020 21:33","Sometimes","Most of the time","Most of the time","No image at all, you only “know” that you are thinking of the object","",4,3,3,3,4,3,3,3,4,3,3,3
1044,2319,"17/05/2020 22:10","Not at all","Sometimes","Sometimes","Clear and lively","",3,3,3,3,3,3,3,3,3,3,3,3
1045,1202,"17/05/2020 22:46","Most of the time","About half the time","Most of the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1046,1429,"17/05/2020 23:10","Sometimes","About half the time","About half the time","Clear and lively","",2,4,3,3,2,4,3,3,2,4,3,3
1047,750,"18/05/2020 0:07","Sometimes","About half the time","Sometimes","Clear and lively","AM",7,6,4,6,3.5,3,2,3,3.5,3,2,3
1048,1153,"18/05/2020 0:32","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",3,3,2,3,3,3,2,3,3,3,2,3
1049,1493,"18/05/2020 0:34","Sometimes","Sometimes","Sometimes","No image at all, you only “know” that you are thinking of the object","",3,4,3,4,3,4,3,4,3,4,3,4
1050,626,"18/05/2020 0:42","Not at all","All/almost all of the time","Sometimes","Dim & vague, flat","",2,3,2,3,2,3,2,3,2,3,2,3
1051,851,"18/05/2020 1:24","Sometimes","About half the time","All/almost all of the time","Moderately clear and lively","",0,1,1,1,0,1,1,1,0,1,1,1
1052,1865,"18/05/2020 2:32","About half the time","All/almost all of the time","Most of the time","Clear and lively","",3,3,2,3,3,3,2,3,3,3,2,3
1053,1773,"18/05/2020 3:02","Sometimes","All/almost all of the time","Most of the time","Perfectly clear and lively as real seeing","",1,1,1,2,1,1,1,2,1,1,1,2
1054,2046,"18/05/2020 3:40","About half the time","Most of the time","About half the time","Moderately clear and lively","",4,4,3,3,4,4,3,3,4,4,3,3
1055,553,"18/05/2020 3:45","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1056,650,"18/05/2020 4:53","Sometimes","Sometimes","About half the time","Moderately clear and lively","",3,4,3,3,3,4,3,3,3,4,3,3
1057,1567,"18/05/2020 5:05","Not at all","Most of the time","Sometimes","Moderately clear and lively","",1,1,2,3,1,1,2,3,1,1,2,3
1058,1244,"18/05/2020 6:18","Sometimes","About half the time","Sometimes","Moderately clear and lively","",5,2,3,3,5,2,3,3,5,2,3,3
1059,2603,"18/05/2020 8:25","Most of the time","All/almost all of the time","About half the time","Perfectly clear and lively as real seeing","CP",6,4,6,3,3,2,3,1.5,3,2,3,1.5
1060,1621,"18/05/2020 14:23","Most of the time","Most of the time","Most of the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1061,345,"18/05/2020 16:27","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1062,871,"18/05/2020 17:45","Sometimes","Most of the time","Not at all","Moderately clear and lively","AM",4,6,6,6,2,3,3,3,2,3,3,3
1063,408,"18/05/2020 18:12","Not at all","Not at all","Sometimes","No image at all, you only “know” that you are thinking of the object","",2,2,2,3,2,2,2,3,2,2,2,3
1064,732,"18/05/2020 18:29","Not at all","Sometimes","Not at all","Moderately clear and lively","",2,3,1,3,2,3,1,3,2,3,1,3
1065,524,"18/05/2020 18:38","Most of the time","Most of the time","Most of the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1066,819,"18/05/2020 19:20","Not at all","Sometimes","Sometimes","Dim & vague, flat","CP",3,2,2,3,1.5,1,1,1.5,1.5,1,1,1.5
1067,1042,"18/05/2020 19:32","Sometimes","Sometimes","Most of the time","Moderately clear and lively","",3,4,4,4,3,4,4,4,3,4,4,4
1068,1665,"18/05/2020 20:04","Most of the time","About half the time","Most of the time","Moderately clear and lively","",2,3,3,4,2,3,3,4,2,3,3,4
1069,746,"18/05/2020 20:08","Most of the time","All/almost all of the time","About half the time","Perfectly clear and lively as real seeing","LL",2,2,0,0,1,1,0,0,1,1,0,0
1070,804,"18/05/2020 20:39","About half the time","Most of the time","Sometimes","Clear and lively","",5,4,4,3,5,4,4,3,5,4,4,3
1071,816,"18/05/2020 20:43","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",3,2,2,3,3,2,2,3,3,2,2,3
1072,954,"18/05/2020 21:50","Most of the time","All/almost all of the time","Most of the time","Perfectly clear and lively as real seeing","",3,3,3,3,3,3,3,3,3,3,3,3
1073,562,"18/05/2020 21:53","Sometimes","All/almost all of the time","All/almost all of the time","Moderately clear and lively","CP",8,5,4,6,4,2.5,2,3,4,2.5,2,3
1074,112386,"18/05/2020 21:56","Sometimes","Most of the time","Most of the time","Clear and lively","",2,2,2,4,2,2,2,4,2,2,2,4
1075,687,"18/05/2020 22:13","Not at all","Sometimes","Sometimes","Moderately clear and lively","",0,0,0,5,0,0,0,5,0,0,0,5
1076,180,"18/05/2020 22:20","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1077,3378,"18/05/2020 22:32","Sometimes","Most of the time","Sometimes","Moderately clear and lively","",1,2,2,2.5,1,2,2,2.5,1,2,2,2.5
1078,1349,"18/05/2020 23:02","Sometimes","About half the time","Sometimes","Moderately clear and lively","AM",3,4,5,5,1.5,2,2.5,2.5,1.5,2,2.5,2.5
1079,616,"19/05/2020 1:23","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1080,2246,"19/05/2020 1:25","About half the time","Sometimes","Most of the time","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
1081,1984,"19/05/2020 1:58","About half the time","Most of the time","All/almost all of the time","Clear and lively","JS",3,3,3,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
1082,52,"19/05/2020 2:41","","","","","LL",0,0,0,0,0,0,0,0,0,0,0,0
1083,912,"19/05/2020 3:10","About half the time","Sometimes","Sometimes","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1084,2263,"19/05/2020 3:24","Sometimes","About half the time","Sometimes","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1085,958,"19/05/2020 3:38","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1086,2021,"19/05/2020 3:42","Most of the time","All/almost all of the time","All/almost all of the time","Clear and lively","",2,4,3,4,2,4,3,4,2,4,3,4
1087,3055,"19/05/2020 4:02","Most of the time","About half the time","Most of the time","Clear and lively","",1,2,1,4,1,2,1,4,1,2,1,4
1088,4469,"19/05/2020 4:37","About half the time","About half the time","Sometimes","Dim & vague, flat","",3,3,4,3,3,3,4,3,3,3,4,3
1089,2542,"19/05/2020 4:45","About half the time","About half the time","Sometimes","Moderately clear and lively","LL",8,4,5,4,4,2,2.5,2,4,2,2.5,2
1090,2320,"19/05/2020 5:02","Sometimes","Sometimes","Sometimes","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1091,655,"19/05/2020 5:04","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1092,8420,"19/05/2020 5:15","","","","","JL",0,0,0,0,0,0,0,0,0,0,0,0
1093,1121,"19/05/2020 5:31","About half the time","Not at all","Sometimes","Moderately clear and lively","LL",2,3,2,4,1,1.5,1,2,1,1.5,1,2
1094,606,"19/05/2020 6:03","About half the time","Sometimes","Not at all","Dim & vague, flat","",2,2,2,3,2,2,2,3,2,2,2,3
1095,4470,"19/05/2020 7:20","About half the time","Most of the time","Most of the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1096,82039,"19/05/2020 7:39","About half the time","About half the time","All/almost all of the time","Clear and lively","",1,2,1,3,1,2,1,3,1,2,1,3
1097,104,"19/05/2020 15:46","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1098,544,"19/05/2020 16:16","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1099,663,"19/05/2020 16:24","About half the time","Most of the time","Most of the time","Clear and lively","",3,4,3,3,3,4,3,3,3,4,3,3
1100,846,"19/05/2020 16:36","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1101,1212,"19/05/2020 17:16","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1102,847,"19/05/2020 17:38","Sometimes","About half the time","Sometimes","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
1103,758,"19/05/2020 18:00","All/almost all of the time","All/almost all of the time","Not at all","Dim & vague, flat","KH",4,3,1,3,2,1.5,0.5,1.5,2,1.5,0.5,1.5
1104,5855,"19/05/2020 18:13","About half the time","Sometimes","Sometimes","Moderately clear and lively","",5,3,3,3,5,3,3,3,5,3,3,3
1105,2390,"19/05/2020 18:31","Most of the time","All/almost all of the time","All/almost all of the time","Clear and lively","KH",6,4,4,5,3,2,2,2.5,3,2,2,2.5
1106,822,"19/05/2020 19:12","Not at all","Sometimes","Sometimes","Clear and lively","AM",0,1,1,10,0,0.5,0.5,5,0,0.5,0.5,5
1107,669,"19/05/2020 19:27","Not at all","Most of the time","Sometimes","Dim & vague, flat","JS",4,6,6,6,2,3,3,3,2,3,3,3
1108,171,"19/05/2020 20:03","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1109,8,"19/05/2020 21:15","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1110,689,"19/05/2020 21:40","Not at all","Not at all","Not at all","Perfectly clear and lively as real seeing","",0,0,0,0,0,0,0,0,0,0,0,0
1111,153980,"19/05/2020 22:15","About half the time","Most of the time","About half the time","Moderately clear and lively","",1,2,2,4,1,2,2,4,1,2,2,4
1112,804,"19/05/2020 22:30","Not at all","All/almost all of the time","Not at all","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1113,1149,"20/05/2020 0:31","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1114,49,"20/05/2020 0:52","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1115,2253,"20/05/2020 1:09","Sometimes","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","CP",19,8,9,6,9.5,4,4.5,3,9.5,4,4.5,3
1116,18505,"20/05/2020 1:11","Sometimes","Sometimes","Sometimes","Dim & vague, flat","",3,3,4,3,3,3,4,3,3,3,4,3
1117,626,"20/05/2020 2:22","Not at all","Not at all","Not at all","Perfectly clear and lively as real seeing","KH",2,2,2,3,1,1,1,1.5,1,1,1,1.5
1118,556,"20/05/2020 2:40","","","","","CP",0,0,0,0,0,0,0,0,0,0,0,0
1119,2159,"20/05/2020 3:08","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1120,3011,"20/05/2020 4:11","About half the time","About half the time","Most of the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1121,1148,"20/05/2020 4:20","Sometimes","About half the time","Most of the time","Moderately clear and lively","AM",7,6,5,6,3.5,3,2.5,3,3.5,3,2.5,3
1122,657,"20/05/2020 5:08","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1123,1973,"20/05/2020 6:41","About half the time","About half the time","Sometimes","Moderately clear and lively","",4,2,2,3,4,2,2,3,4,2,2,3
1124,3043,"20/05/2020 9:51","About half the time","About half the time","About half the time","Dim & vague, flat","LL",5,4,3,3,2.5,2,1.5,1.5,2.5,2,1.5,1.5
1125,49055,"20/05/2020 15:42","About half the time","About half the time","About half the time","Moderately clear and lively","",1,2,2,2,1,2,2,2,1,2,2,2
1126,32,"20/05/2020 16:13","","","","","JL",0,0,0,0,0,0,0,0,0,0,0,0
1127,993,"20/05/2020 16:47","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","JS",3,3,1,3,1.5,1.5,0.5,1.5,1.5,1.5,0.5,1.5
1128,127,"20/05/2020 16:59","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1129,232467,"20/05/2020 17:18","About half the time","All/almost all of the time","All/almost all of the time","Dim & vague, flat","JL",0,2,2,5,0,1,1,2.5,0,1,1,2.5
1130,313,"20/05/2020 17:24","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1131,100,"20/05/2020 17:54","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1132,795,"20/05/2020 18:12","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1133,561,"20/05/2020 19:30","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1134,1172,"20/05/2020 20:06","Not at all","Sometimes","About half the time","Moderately clear and lively","JL",4,4,4,6,2,2,2,3,2,2,2,3
1135,142,"20/05/2020 21:51","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1136,324,"20/05/2020 22:36","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1137,690,"20/05/2020 23:02","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",0,1,1,2,0,1,1,2,0,1,1,2
1138,783,"20/05/2020 23:26","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1139,19470,"20/05/2020 23:38","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1140,418,"21/05/2020 1:08","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1141,1002,"21/05/2020 1:13","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1142,1537,"21/05/2020 1:24","Not at all","Most of the time","Sometimes","Dim & vague, flat","",2,3,4,3,2,3,4,3,2,3,4,3
1143,503,"21/05/2020 1:45","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1144,238,"21/05/2020 1:47","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1145,1383,"21/05/2020 1:48","About half the time","Most of the time","Most of the time","Clear and lively","",3,3,3,2,3,3,3,2,3,3,3,2
1146,44,"21/05/2020 2:44","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1147,42,"21/05/2020 3:05","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1148,1076,"21/05/2020 3:12","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1149,9539,"21/05/2020 3:50","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1150,1840,"21/05/2020 4:03","About half the time","Sometimes","Most of the time","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
1151,5696,"21/05/2020 5:56","","","","","JS",0,0,0,0,0,0,0,0,0,0,0,0
1152,12226,"21/05/2020 6:22","","","","","CP",0,0,0,0,0,0,0,0,0,0,0,0
1153,57,"21/05/2020 14:39","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1154,172,"21/05/2020 16:41","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1155,432,"21/05/2020 16:42","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1156,400,"21/05/2020 16:48","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1157,22,"21/05/2020 17:27","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1158,1040,"21/05/2020 17:47","Sometimes","Most of the time","Sometimes","Dim & vague, flat","",1,3,2,3,1,3,2,3,1,3,2,3
1159,239,"21/05/2020 17:48","","","","","KH",0,0,0,0,0,0,0,0,0,0,0,0
1160,460,"21/05/2020 17:55","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1161,86,"21/05/2020 18:27","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1162,914,"21/05/2020 19:54","Most of the time","About half the time","Most of the time","Clear and lively","CP",3,3,3,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
1163,8628,"21/05/2020 20:03","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1164,930,"21/05/2020 20:03","","","","","KH",0,0,0,0,0,0,0,0,0,0,0,0
1165,519,"21/05/2020 20:48","","","","","CP",0,0,0,0,0,0,0,0,0,0,0,0
1166,48,"21/05/2020 20:53","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1167,3690,"21/05/2020 21:11","Most of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","AM",5,4,3,2,2.5,2,1.5,1,2.5,2,1.5,1
1168,7349,"21/05/2020 22:08","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
